15204;Wendell;Carter Jr.;34;C;"6'10"";255;1999-04-13;Atlanta, GA;USA;89;CHI;Chicago;Bulls;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628976.png
9327;Michael;Carter-Williams;10;PG;"6'6"";190;1991-10-09;Hamilton, MA;USA;95;ORL;Orlando;Magic;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203487.png
13860;Alex;Caruso;4;G;"6'5"";186;1994-02-28;College Station, TX;USA;105;LAL;Los Angeles;Lakers;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627936.png
9462;Omri;Casspi;18;SF;"6'9"";225;1988-06-18;Holon;Israel;107;MEM;Memphis;Grizzlies;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201956.png
9461;Willie;Cauley-Stein;0;C;"7'0"";240;1993-08-18;Spearville, KS;USA;103;SAC;Sacramento;Kings;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626161.png
13840;Troy;Caupain;23;G;"6'4"";210;1995-11-29;New York, NY;USA;95;ORL;Orlando;Magic;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628505.png
13845;Tyler;Cavanaugh;34;PF;"6'9"";238;1994-02-09;Syracuse, NY;USA;98;UTA;Utah;Jazz;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628463.png
9536;Mario;Chalmers;6;PG;"6'2"";190;1986-05-19;Anchorage, AK;USA;107;MEM;Memphis;Grizzlies;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201596.png
9435;Tyson;Chandler;4;C;"7'1"";240;1982-10-01;Hanford, CA;USA;105;LAL;Los Angeles;Lakers;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2199.png
9188;Wilson;Chandler;21;SF;"6'9"";225;1987-05-10;Benton Harbor, MI;USA;102;LAC;Los Angeles;Clippers;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201163.png
15299;Joe;Chealey;31;PG;"6'3"";190;1995-11-01;Orlando, FL;USA;93;CHA;Charlotte;Hornets;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629147.png
9230;Ian;Clark;21;SG;"6'3"";175;1991-03-06;Memphis, TN;USA;110;NOP;New Orleans;Pelicans;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203546.png
15310;Gary;Clark;6;PF;"6'8"";225;1994-11-16;Smithfield, NC;USA;109;HOU;Houston;Rockets;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629109.png
9283;Jordan;Clarkson;6;SG;"6'5"";194;1992-06-06;Tampa, FL;USA;86;CLE;Cleveland;Cavaliers;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203903.png
13785;Gian;Clavell;8;SG;6'4'';185;1993-11-26;Caguas;Puerto Rico;108;DAL;Dallas;Mavericks;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628492.png
13765;Antonius;Cleveland;10;SG;6'6'';195;1994-01-31;Memphis, TN;USA;91;ATL;Atlanta;Hawks;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628499.png
13737;John;Collins;20;PF;"6'10"";235;1997-09-22;Layton, UT;USA;91;ATL;Atlanta;Hawks;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628381.png
13784;Zach;Collins;33;PF;"7'0"";230;1997-11-18;Las Vegas, NV;USA;97;POR;Portland;Trail Blazers;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628380.png
11961;Kyle;Collinsworth;8;PG;"6'6"";210;1991-10-03;Provo, UT;USA;108;DAL;Dallas;Mavericks;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627858.png
9460;Darren;Collison;2;PG;"6'2"";185;1987-08-23;Rancho Cucamonga, CA;USA;87;IND;Indiana;Pacers;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201954.png
9296;Mike;Conley;11;PG;6'1'';175;1987-10-11;Fayetteville, AR;USA;107;MEM;Memphis;Grizzlies;https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201144.png
